date;chat.openai.com;google.com;instagram.com;tiktok.com;udea.edu.co;total_usage;tyba
2024-01-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-19;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-21;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-22;0.0;0.0;0.0;0.0;0.0;0.0;0.0
