date;bing.com;chat.openai.com;colab.research.google.com;coursera.org;docs.google.com;drive.google.com;github.com;instagram.com;kaggle.com;learn.deeplearning.ai;mail.google.com;meet.google.com;netflix.com;udeaeduco-my.sharepoint.com;upwork.com;web.whatsapp.com;wolframalpha.com;youtube.com;total_usage;classroom.google.com;es.symbolab.com;freelancer.com.co;google.com;hbomax.com;linkedin.com;overleaf.com;photos.google.com;portals.wetransfer.com;primevideo.com;rutan-medellin.udemy.com;stackoverflow.com;udea.edu.co;whatsapp.com
2023-08-05;3.12;1.25;0.0;0.0;0.0;0.0;0.0;7.35;0.0;0.0;0.98;0.0;0.0;0.0;11.78;0.0;0.0;113.37;138.05;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17
2023-08-06;3.45;3.42;0.0;0.0;0.0;0.0;0.6;1.65;2.72;0.0;3.38;0.0;0.0;0.0;0.0;0.0;0.0;215.73;258.64;0.0;0.0;0.0;0.55;0.0;0.0;0.0;0.0;0.0;0.0;22.43;0.0;0.58;4.13
2023-08-07;3.47;2.38;0.0;0.0;0.0;0.0;0.0;7.65;0.0;0.0;3.15;0.0;0.0;0.0;0.0;0.0;0.0;45.03;131.59;0.0;0.0;0.0;0.0;63.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.63
2023-08-08;1.57;0.57;0.0;0.0;0.0;0.0;0.0;0.27;0.0;0.0;0.53;0.0;0.0;0.0;0.0;0.0;0.0;22.35;89.04000000000002;0.0;0.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;59.67;0.0;0.0;2.48
2023-08-09;0.27;0.0;0.0;0.0;0.0;0.0;2.05;3.33;0.0;0.0;1.02;0.0;0.0;0.0;0.0;0.0;0.0;16.4;23.35;0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-10;1.03;0.0;0.0;0.0;0.0;0.0;0.82;0.77;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;44.05;51.64;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
2023-08-11;0.83;0.0;0.0;0.0;2.57;0.0;0.0;1.57;0.0;0.0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;7.32;100.97;0.0;0.0;0.0;0.0;88.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-12;9.35;123.02;0.0;0.0;0.73;1.42;6.72;18.85;0.0;0.0;1.65;0.0;0.0;0.0;0.0;0.0;0.0;50.65;318.09;0.05;0.0;0.0;0.0;83.67;0.0;0.0;0.0;0.0;0.0;0.0;6.9;0.0;15.08
2023-08-13;10.02;55.33;0.0;0.0;91.88;0.0;0.47;6.27;8.65;0.0;1.33;0.0;0.0;0.0;0.0;0.0;5.33;134.73;411.18;6.15;0.0;0.0;0.12;83.93;0.0;1.27;0.0;0.0;0.0;0.0;4.22;0.0;1.48
2023-08-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-16;3.8;9.17;0.0;0.0;5.88;0.97;0.78;1.67;0.0;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;120.07;172.48999999999998;16.88;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.05;0.0;7.4
2023-08-17;0.52;0.0;0.0;0.0;0.0;2.9;0.0;15.52;0.0;0.0;6.43;0.0;0.0;0.0;0.0;0.0;0.0;87.37;114.86;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;2.02
2023-08-18;1.6;0.4;0.0;0.0;0.0;0.52;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.72;10.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;3.32;17.53;3.62;0.0;1.53;10.17;4.23;3.02;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;97.43;253.91000000000005;4.2;0.0;0.0;0.1;101.67;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;5.52
2023-08-20;10.73;10.4;3.12;0.0;0.0;7.25;18.97;1.43;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;136.42;302.39;2.35;0.0;0.0;0.0;84.92;0.0;0.0;0.0;0.0;0.0;0.0;5.97;0.0;20.43
2023-08-21;4.83;1.83;0.0;0.0;0.0;0.0;1.55;24.38;0.0;0.0;0.87;0.0;0.0;0.0;0.0;0.0;0.0;185.73;305.03;0.0;0.0;0.0;0.03;73.75;0.0;0.0;4.93;0.0;0.0;0.0;1.53;0.0;5.6
2023-08-22;6.27;0.0;0.0;0.0;0.0;15.45;0.0;2.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38;101.3;150.49;0.0;0.0;0.0;0.0;23.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.57
2023-08-23;0.57;1.52;0.0;0.0;8.23;0.0;3.53;0.0;0.12;0.0;5.35;0.0;0.0;0.0;0.0;0.0;0.0;54.05;75.14999999999999;0.57;0.0;0.0;0.0;0.0;0.03;0.0;1.18;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-24;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.48;11.91;0.0;0.0;0.0;0.07;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.08;6.53
2023-08-25;2.47;13.12;0.0;0.0;0.0;8.13;0.0;19.58;0.0;0.0;3.43;0.0;0.0;0.0;0.0;0.0;3.97;123.42;209.62;0.78;1.95;0.0;0.9;23.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.7
2023-08-26;1.88;0.0;0.0;0.0;0.0;9.37;0.0;6.58;0.0;0.0;1.07;0.0;0.0;0.0;0.0;0.0;2.38;183.57;302.87;0.0;6.72;0.0;0.0;90.05;0.0;0.0;1.25;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-27;9.13;25.13;0.0;0.0;0.15;28.42;6.23;0.1;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;20.33;58.67;325.55;15.48;6.62;0.0;0.02;100.67;0.0;0.0;45.17;0.0;0.0;0.0;1.15;0.0;7.98
2023-08-29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-31;3.63;11.78;0.0;0.0;0.0;0.0;0.0;5.42;2.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.92;162.43;0.0;0.0;0.0;0.0;55.6;0.0;0.0;0.0;0.0;0.0;0.0;0.53;0.0;3.02
2023-09-01;1.87;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.85;18.95;0.0;0.0;0.0;0.0;0.0;0.0;0.23;0.0;0.0;0.0;0.0;0.0;1.07;0.2
2023-09-02;7.75;20.62;0.0;0.0;0.42;0.27;9.87;4.23;0.0;0.0;3.27;0.0;0.0;0.0;0.0;0.0;0.0;187.75;322.63;5.23;0.0;0.0;0.08;49.53;0.0;0.0;0.0;0.0;0.0;0.0;4.48;0.03;29.1
2023-09-03;16.1;21.85;1.88;0.0;2.3;4.55;13.95;8.35;0.0;0.0;1.27;0.0;0.0;0.0;0.0;0.0;18.17;150.68;365.38;18.75;0.0;0.0;0.05;69.25;0.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;34.03
2023-09-04;7.43;1.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;12.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9
2023-09-05;3.58;0.0;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7;106.77;139.28;0.0;0.0;0.0;4.77;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.43
2023-09-06;6.55;1.12;0.0;0.0;0.0;0.85;0.45;3.45;0.0;0.0;0.55;0.0;0.0;0.0;0.0;0.0;2.03;155.05;205.85;0.0;0.0;0.0;1.25;33.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.32
2023-09-07;0.9;19.93;0.0;0.0;0.0;1.12;0.45;0.0;0.0;0.0;0.35;0.0;0.0;0.0;0.0;0.0;0.0;60.65;92.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.23;0.0;5.9
2023-09-09;5.3;13.3;2.07;0.0;0.0;1.97;11.77;24.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;261.52;443.43;8.43;0.0;0.0;0.0;86.98;0.0;0.0;0.0;0.0;0.0;0.0;10.62;1.62;15.37
2023-09-10;1.45;4.9;9.75;0.0;0.0;7.85;29.45;0.53;0.0;0.0;0.47;0.0;0.0;0.0;0.0;0.0;0.0;206.13;361.88;4.18;0.0;0.0;0.0;60.22;0.0;0.0;0.0;0.0;0.0;0.0;5.15;3.05;28.75
2023-09-11;0.42;0.0;11.05;0.0;0.0;4.45;5.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;0.0;42.22;3.23;0.0;0.0;0.0;10.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.97
2023-09-12;0.0;0.0;0.0;0.0;0.0;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.57;38.14;0.0;0.0;0.0;0.0;31.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-13;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.58;67.53;0.0;0.0;0.0;0.0;35.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-15;0.55;0.0;0.0;0.0;0.0;7.55;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.17;86.34;0.0;0.0;0.0;0.0;20.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-16;3.57;3.92;0.0;0.0;0.0;33.77;0.0;30.63;0.0;0.0;0.32;0.0;0.0;0.0;0.0;0.0;0.88;150.22;404.54;0.0;0.0;0.0;0.12;172.23;1.13;0.0;0.0;0.0;0.0;0.0;0.0;2.22;5.53
2023-09-17;4.83;2.47;0.0;0.0;0.0;43.6;0.0;3.4;0.0;0.0;2.43;0.0;0.0;0.0;0.0;0.0;3.88;105.3;249.3;0.0;0.0;0.0;0.52;72.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.22
2023-09-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.04;0.0;0.0;0.0;0.0;18.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.57;0.0
2023-09-19;11.85;7.85;0.0;0.0;0.0;15.05;0.0;8.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.73;135.94;0.0;0.0;0.0;0.0;42.13;0.0;0.0;13.55;0.0;0.0;0.0;0.0;0.0;0.33
2023-09-20;1.53;0.0;0.0;0.0;0.0;0.08;0.0;12.62;0.0;0.0;1.87;0.0;0.0;0.0;0.0;0.0;0.0;1.18;103.35;0.0;0.0;0.0;0.1;57.62;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.55
2023-09-21;9.83;0.0;0.0;0.0;0.0;3.95;0.0;1.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.95;74.55000000000001;0.0;0.0;0.0;0.0;13.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48
2023-09-22;1.2;0.82;0.0;0.0;0.0;4.67;19.52;2.07;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;170.78;282.73;0.0;0.0;0.0;0.08;21.02;0.0;0.0;0.0;0.0;0.0;0.0;0.82;0.0;61.35
2023-09-23;11.2;18.3;94.08;0.0;0.0;42.47;42.98;0.3;0.0;0.0;1.53;543.52;0.0;0.0;0.0;0.0;0.0;112.82;890.5400000000002;0.0;0.0;0.0;0.77;0.0;0.0;0.57;0.0;0.0;0.0;0.0;2.33;0.07;19.6
2023-09-24;3.9;30.2;20.8;0.0;0.03;17.97;18.07;4.68;0.0;0.0;1.45;367.4;0.0;0.0;2.65;0.0;0.55;204.53;907.4199999999998;2.43;0.45;0.0;0.42;37.18;0.0;167.87;0.0;0.0;0.0;0.0;1.82;0.92;24.1
2023-09-25;3.43;8.12;0.0;0.0;0.0;17.93;0.0;3.02;0.0;0.0;0.47;0.0;0.0;0.0;0.0;0.0;0.0;119.5;162.03;0.0;5.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.88
2023-09-26;3.1;0.58;0.0;0.0;0.0;7.87;4.85;5.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;134.22;178.55;21.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.68
2023-09-27;3.13;5.5;0.27;0.0;0.0;5.6;0.25;28.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.42;153.88;2.6;3.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.83;0.0;19.87
2023-09-28;6.65;1.77;24.05;0.0;0.0;24.05;1.6;4.07;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;144.33;216.78000000000003;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42;9.33
2023-09-29;6.83;15.53;17.9;0.0;0.23;2.73;5.87;3.28;0.0;0.0;0.48;0.0;0.0;0.0;0.0;0.0;0.0;86.53;175.04;5.2;0.0;0.0;0.18;16.07;0.0;0.0;5.72;0.0;0.0;0.0;0.23;1.08;7.18
2023-10-01;3.55;6.85;0.0;0.0;0.0;2.2;1.65;10.18;0.0;0.0;8.57;0.0;0.0;0.0;0.0;0.0;1.82;193.25;259.12;0.0;0.0;0.0;0.1;7.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3;18.9
2023-10-02;4.43;9.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;19.77;69.13000000000001;0.0;7.02;0.0;0.12;24.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.97
2023-10-03;2.63;0.0;0.0;0.0;0.0;0.0;0.0;7.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.47;92.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.87;0.0
2023-10-04;1.53;0.0;0.0;0.0;0.0;0.0;0.33;2.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.67;73.75;0.0;0.0;0.0;1.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.72
2023-10-05;0.45;0.0;0.0;0.0;0.0;0.0;0.0;8.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.08;106.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;10.95
2023-10-07;3.5;9.05;0.0;0.0;0.0;2.77;2.73;0.0;0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;217.98;392.4;0.0;0.0;0.0;0.2;66.2;2.05;82.03;0.0;0.0;0.0;0.0;0.0;0.58;4.83
2023-10-08;8.57;23.8;0.0;0.0;0.0;25.37;0.88;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.22;526.1300000000001;0.0;0.0;0.0;0.28;72.63;12.2;91.78;0.0;0.0;0.0;0.0;0.0;2.87;21.23
2023-10-09;4.93;10.88;0.0;0.0;0.0;360.77;0.0;24.45;0.0;0.0;2.4;0.0;0.0;0.0;0.0;0.0;9.75;302.13;849.54;0.0;34.58;0.0;0.0;93.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.73
2023-10-10;0.0;0.0;0.0;0.0;0.0;5.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.17;110.41;0.0;0.0;0.0;0.0;29.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-11;0.17;4.97;0.0;0.0;0.0;6.62;0.0;8.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.75;132.01;0.0;10.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.23
2023-10-12;8.32;8.53;0.0;0.0;0.0;13.18;0.0;8.62;0.0;0.0;0.32;0.0;0.0;0.0;0.0;0.0;0.0;186.83;288.98;0.0;8.17;0.0;4.68;43.15;0.0;0.8;0.0;0.0;0.0;0.0;0.0;3.3;3.08
2023-10-13;0.0;0.0;0.0;0.0;0.0;0.0;0.15;2.6;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;7.07;59.0;93.99;0.0;0.0;0.0;0.0;21.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.12
2023-10-14;7.37;3.7;0.0;0.0;0.0;0.0;0.0;0.85;0.0;0.0;1.85;0.0;0.0;0.0;0.0;0.0;0.0;59.98;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.05;2.2
2023-10-15;11.37;7.68;0.0;0.0;0.0;0.0;1.0;13.82;0.0;0.0;5.13;0.0;0.0;0.0;0.0;0.0;11.25;307.88;527.5699999999999;0.0;20.82;0.0;2.08;96.82;0.38;0.0;10.18;0.0;0.0;0.0;0.0;2.68;36.48
2023-10-16;2.33;0.0;0.0;0.0;0.23;0.0;0.0;1.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.85;178.86;0.37;4.7;0.0;0.0;123.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08
2023-10-18;0.92;0.0;0.0;0.0;0.0;0.0;0.0;1.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.88;5.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-19;11.88;2.38;1.3;0.0;0.0;0.1;0.0;2.32;0.0;0.0;1.45;0.0;0.05;0.0;0.0;0.0;10.72;263.27;332.95;0.7;0.0;0.0;3.78;17.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.37;11.98
2023-10-20;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.85;0.0;0.0;0.0;0.0;0.0;0.0;38.17;73.45;0.0;0.0;0.0;0.0;33.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0
2023-10-21;8.82;3.17;0.0;0.0;0.0;0.0;0.55;11.92;0.0;0.0;3.45;0.0;0.0;0.0;0.0;0.0;0.0;282.97;353.44000000000005;0.0;0.0;0.0;0.0;21.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.97;15.32
2023-10-22;8.4;6.13;0.0;0.0;0.0;0.77;0.0;16.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.05;198.98;0.0;0.0;0.0;10.97;72.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.27
2023-10-23;0.1;0.0;0.0;0.0;0.0;0.0;0.0;4.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.93;111.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.67
2023-10-25;13.7;0.0;0.0;0.0;0.0;3.88;0.0;23.72;0.0;0.0;9.63;0.0;0.0;0.0;0.0;0.0;0.0;131.43;200.45;0.0;0.0;0.0;1.87;0.0;0.58;0.0;0.0;0.0;0.0;0.0;0.0;0.07;15.57
2023-10-26;11.1;10.02;0.0;0.0;0.0;15.17;2.87;17.67;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;6.1;230.87;434.28;3.3;0.95;0.0;3.8;101.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.03;26.37
2023-10-27;6.43;3.98;0.0;0.0;0.0;0.0;0.0;24.43;0.0;0.0;1.95;0.0;0.0;0.0;0.0;0.0;15.48;79.52;154.82999999999998;0.0;0.0;0.0;0.37;0.0;0.0;0.0;0.23;0.0;0.0;0.0;0.0;0.42;22.02
2023-10-28;0.18;1.25;0.0;0.0;0.0;0.0;0.0;22.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.8;32.17;71.08;0.0;0.0;0.0;0.0;0.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;1.43
2023-10-29;7.93;20.03;0.0;0.0;0.0;0.0;0.0;21.65;0.0;0.0;7.47;100.43;0.0;0.0;0.0;0.0;3.72;89.52;298.25;0.0;7.83;0.0;0.0;0.0;0.0;0.0;7.3;0.0;0.0;0.0;1.15;0.0;31.22
2023-10-30;0.2;0.0;0.0;0.0;0.0;0.0;0.0;6.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;9.739999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.58;0.0;0.0;0.0;0.0;0.0;0.68
2023-10-31;3.05;0.0;0.0;0.0;0.0;0.0;0.0;17.62;0.0;0.0;2.53;0.0;0.0;0.0;0.0;0.0;0.0;78.15;161.5;0.0;0.0;0.0;1.7;0.0;0.0;0.0;45.02;0.0;0.0;0.0;0.0;0.08;13.35
2023-11-01;2.9;0.52;0.0;0.0;0.0;1.2;0.0;21.68;0.0;0.0;2.62;0.0;0.0;0.0;0.0;0.0;0.0;33.02;88.21000000000001;0.0;1.93;0.0;0.03;0.0;0.23;0.0;0.0;0.0;0.0;0.0;0.0;2.3;21.78
2023-11-02;3.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.93;80.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32;3.08
2023-11-03;0.3;0.0;0.0;0.0;0.0;0.0;0.0;2.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.07;50.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0
2023-11-04;0.28;0.0;0.0;0.0;0.0;0.0;0.0;5.57;0.0;0.0;0.82;0.0;0.0;0.0;1.2;0.0;0.0;125.62;140.45;0.0;0.0;0.0;1.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.88;1.73
2023-11-05;5.35;8.12;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.28;0.0;0.0;0.0;0.0;0.0;0.0;67.8;115.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;22.62;0.0;0.0;1.07;10.38
2023-11-06;5.37;13.55;0.0;0.0;0.0;0.37;0.0;35.9;0.0;0.0;1.48;0.0;0.0;0.0;0.0;0.0;0.0;215.98;355.73;5.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.67;0.0;0.0;5.47;55.72
2023-11-07;0.22;0.0;0.0;0.0;0.0;0.18;0.0;37.83;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;55.45;110.4;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;1.0;13.25
2023-11-08;0.82;0.0;0.0;0.0;0.0;0.0;0.0;10.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.72;52.75;0.0;0.0;0.0;1.98;0.0;0.0;0.0;0.0;0.0;14.8;0.0;0.0;5.43;5.42
2023-11-09;3.8;2.03;0.0;0.0;0.0;0.03;0.0;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.5;164.27;0.0;0.0;0.0;0.2;0.0;0.0;0.0;2.18;0.0;15.95;0.0;0.0;0.4;12.28
2023-11-10;2.78;0.0;0.0;0.0;0.0;0.0;0.25;11.58;0.0;0.0;2.87;0.0;0.0;0.0;0.0;0.0;0.0;164.87;214.01;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.85;29.73
2023-11-11;2.47;5.02;0.0;0.0;0.0;2.0;0.0;26.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.25;130.53;0.0;0.0;0.0;0.0;0.35;0.0;0.0;0.0;0.0;56.25;0.0;0.0;1.33;0.53
2023-11-12;3.03;0.42;0.0;0.0;0.0;0.53;0.0;23.23;0.0;0.0;1.28;0.0;0.0;0.0;0.0;0.0;1.43;197.52;275.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;34.77;0.0;0.0;4.17;8.62
2023-11-13;7.1;32.2;0.0;0.0;0.0;4.18;0.0;39.57;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0;99.8;65.13;284.25;0.0;3.35;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32;27.83
2023-11-14;11.65;12.35;0.0;0.0;0.0;0.6;0.07;7.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.82;22.37;74.23;0.0;2.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27;15.9
2023-11-15;0.0;4.3;0.0;0.0;0.0;0.0;0.0;2.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.75;26.5;52.0;0.0;5.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45;9.67
2023-11-16;4.92;18.27;0.0;0.0;0.0;2.5;0.0;0.92;0.0;0.0;14.7;0.0;0.0;0.0;0.0;0.0;0.0;0.58;52.38;0.0;0.0;0.0;1.85;0.0;0.0;0.0;0.0;0.0;2.67;0.0;0.0;0.07;5.9
2023-11-17;6.88;29.63;4.15;0.0;0.0;1.12;0.0;21.2;0.0;0.0;0.48;0.0;0.0;0.0;0.0;0.0;0.0;121.92;222.78;0.0;0.0;0.0;1.23;0.0;0.0;0.0;2.12;0.0;0.0;0.0;0.0;9.53;24.52
2023-11-18;2.95;2.45;0.0;0.0;0.0;0.0;0.0;32.9;0.0;0.0;3.55;0.0;0.0;0.0;0.0;0.0;15.87;274.52;349.67999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.75;0.0;0.0;3.32;8.37
2023-11-19;12.63;7.5;0.0;0.0;0.0;5.22;1.5;21.48;0.0;0.0;118.53;0.0;0.0;0.0;0.0;0.0;198.67;45.17;456.25;0.0;0.0;0.0;5.87;0.0;0.0;0.0;0.0;0.0;26.95;0.0;0.53;2.88;9.32
